comentario,nota,responsavel,comentario_tokenizado
"O suporte pediu novamente as mesmas informações. Tentei fazer transferência e usabilidade travou duas vezes. Consegui fazer transferência, mas depois apareceu erro em notificações. Recebi erro enquanto tentava fazer transferência. O carregamento dos relatórios demorou. probelma",7,Suporte,"['O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'Tentei', 'fazer', 'transferência', 'e', 'usabilidade', 'travou', 'duas', 'vezes', '.', 'Consegui', 'fazer', 'transferência', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'notificações', '.', 'Recebi', 'erro', 'enquanto', 'tentava', 'fazer', 'transferência', '.', 'O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'probelma']"
"Depois da atualização login ficou mais simples. Consegui consultar saldo, mas depois apareceu erro em limite. Recebi erro enquanto tentava consultar saldo. login demorou para responder.",5,Geral,"['Depois', 'da', 'atualização', 'login', 'ficou', 'mais', 'simples', '.', 'Consegui', 'consultar', 'saldo', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'limite', '.', 'Recebi', 'erro', 'enquanto', 'tentava', 'consultar', 'saldo', '.', 'login', 'demorou', 'para', 'responder', '.']"
Depois da atualização cartão virtual ficou mais simples. Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. cartão virtual demorou para responder. probelma,8,Geral,"['Depois', 'da', 'atualização', 'cartão', 'virtual', 'ficou', 'mais', 'simples', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'cartão', 'virtual', 'demorou', 'para', 'responder', '.', 'probelma']"
Tentei consultar limite e integração travou duas vezes. Depois da atualização integração ficou mais simples. msg bugou naum,6,Produto,"['Tentei', 'consultar', 'limite', 'e', 'integração', 'travou', 'duas', 'vezes', '.', 'Depois', 'da', 'atualização', 'integração', 'ficou', 'mais', 'simples', '.', 'msg', 'bugou', 'naum']"
"Precisei repetir algumas etapas para concluir. Consegui fazer transferência, mas depois apareceu erro em integração.",1,Geral,"['Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'Consegui', 'fazer', 'transferência', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'integração', '.']"
relatórios demorou para responder. As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava atualizar cadastro.,8,Produto,"['relatórios', 'demorou', 'para', 'responder', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'Recebi', 'erro', 'enquanto', 'tentava', 'atualizar', 'cadastro', '.']"
"As notificações chegaram atrasadas. performance demorou para responder. Tentei integrar sistema e performance travou duas vezes. Consegui integrar sistema, mas depois apareceu erro em integração. Precisei repetir algumas etapas para concluir. O atendimento resolveu rápido a solicitação. naum atendimnto",0,Suporte,"['As', 'notificações', 'chegaram', 'atrasadas', '.', 'performance', 'demorou', 'para', 'responder', '.', 'Tentei', 'integrar', 'sistema', 'e', 'performance', 'travou', 'duas', 'vezes', '.', 'Consegui', 'integrar', 'sistema', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'integração', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'naum', 'atendimnto']"
O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações.,1,Pós-venda,"['O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.']"
O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava atualizar cadastro. relatórios demorou para responder. Depois da atualização relatórios ficou mais simples. O carregamento dos relatórios demorou. bugou probelma,1,Pós-venda,"['O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'Recebi', 'erro', 'enquanto', 'tentava', 'atualizar', 'cadastro', '.', 'relatórios', 'demorou', 'para', 'responder', '.', 'Depois', 'da', 'atualização', 'relatórios', 'ficou', 'mais', 'simples', '.', 'O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'bugou', 'probelma']"
Ok.,10,Produto,"['Ok', '.']"
As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação.,3,Suporte,"['As', 'notificações', 'chegaram', 'atrasadas', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.']"
"Recebi erro enquanto tentava atualizar cadastro. Consegui atualizar cadastro, mas depois apareceu erro em extrato. Depois da atualização performance ficou mais simples.",8,Pós-venda,"['Recebi', 'erro', 'enquanto', 'tentava', 'atualizar', 'cadastro', '.', 'Consegui', 'atualizar', 'cadastro', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'extrato', '.', 'Depois', 'da', 'atualização', 'performance', 'ficou', 'mais', 'simples', '.']"
"O atendimento resolveu rápido a solicitação. Depois da atualização onboarding ficou mais simples. onboarding demorou para responder. Consegui acompanhar pagamento, mas depois apareceu erro em cartão virtual. As notificações chegaram atrasadas.",1,Suporte,"['O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'Depois', 'da', 'atualização', 'onboarding', 'ficou', 'mais', 'simples', '.', 'onboarding', 'demorou', 'para', 'responder', '.', 'Consegui', 'acompanhar', 'pagamento', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'cartão', 'virtual', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.']"
"As notificações chegaram atrasadas. Recebi erro enquanto tentava integrar sistema. Consegui integrar sistema, mas depois apareceu erro em notificações. Precisei repetir algumas etapas para concluir. chat demorou para responder. Tentei integrar sistema e chat travou duas vezes.",7,Produto,"['As', 'notificações', 'chegaram', 'atrasadas', '.', 'Recebi', 'erro', 'enquanto', 'tentava', 'integrar', 'sistema', '.', 'Consegui', 'integrar', 'sistema', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'notificações', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'chat', 'demorou', 'para', 'responder', '.', 'Tentei', 'integrar', 'sistema', 'e', 'chat', 'travou', 'duas', 'vezes', '.']"
"O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações. notificações demorou para responder. Consegui consultar saldo, mas depois apareceu erro em integração. As notificações chegaram atrasadas. Recebi erro enquanto tentava consultar saldo. demoro qdo platafroma",1,Pós-venda,"['O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'notificações', 'demorou', 'para', 'responder', '.', 'Consegui', 'consultar', 'saldo', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'integração', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.', 'Recebi', 'erro', 'enquanto', 'tentava', 'consultar', 'saldo', '.', 'demoro', 'qdo', 'platafroma']"
"Recebi erro enquanto tentava emitir boleto. Consegui emitir boleto, mas depois apareceu erro em usabilidade.",1,Geral,"['Recebi', 'erro', 'enquanto', 'tentava', 'emitir', 'boleto', '.', 'Consegui', 'emitir', 'boleto', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'usabilidade', '.']"
As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. Depois da atualização pagamentos ficou mais simples.,8,Produto,"['As', 'notificações', 'chegaram', 'atrasadas', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'Depois', 'da', 'atualização', 'pagamentos', 'ficou', 'mais', 'simples', '.']"
O carregamento dos relatórios demorou. As notificações chegaram atrasadas. ploblema platafroma,4,Serviços,"['O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.', 'ploblema', 'platafroma']"
"Depois da atualização cadastro ficou mais simples. Consegui emitir boleto, mas depois apareceu erro em integração. Tentei emitir boleto e cadastro travou duas vezes. O carregamento dos relatórios demorou.",0,Serviços,"['Depois', 'da', 'atualização', 'cadastro', 'ficou', 'mais', 'simples', '.', 'Consegui', 'emitir', 'boleto', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'integração', '.', 'Tentei', 'emitir', 'boleto', 'e', 'cadastro', 'travou', 'duas', 'vezes', '.', 'O', 'carregamento', 'dos', 'relatórios', 'demorou', '.']"
Tentei baixar relatório e notificações travou duas vezes. As notificações chegaram atrasadas. Recebi erro enquanto tentava baixar relatório. probelma,6,Pós-venda,"['Tentei', 'baixar', 'relatório', 'e', 'notificações', 'travou', 'duas', 'vezes', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.', 'Recebi', 'erro', 'enquanto', 'tentava', 'baixar', 'relatório', '.', 'probelma']"
O carregamento dos relatórios demorou. As notificações chegaram atrasadas. Depois da atualização cadastro ficou mais simples. Recebi erro enquanto tentava consultar saldo.,6,Produto,"['O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.', 'Depois', 'da', 'atualização', 'cadastro', 'ficou', 'mais', 'simples', '.', 'Recebi', 'erro', 'enquanto', 'tentava', 'consultar', 'saldo', '.']"
"Depois da atualização dashboard ficou mais simples. Consegui integrar sistema, mas depois apareceu erro em cadastro. dashboard demorou para responder. As notificações chegaram atrasadas.",9,Geral,"['Depois', 'da', 'atualização', 'dashboard', 'ficou', 'mais', 'simples', '.', 'Consegui', 'integrar', 'sistema', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'cadastro', '.', 'dashboard', 'demorou', 'para', 'responder', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.']"
"Depois da atualização extrato ficou mais simples. Consegui emitir boleto, mas depois apareceu erro em pagamentos. extrato demorou para responder. O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou. sitema naum atendimnto",1,Produto,"['Depois', 'da', 'atualização', 'extrato', 'ficou', 'mais', 'simples', '.', 'Consegui', 'emitir', 'boleto', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'pagamentos', '.', 'extrato', 'demorou', 'para', 'responder', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'sitema', 'naum', 'atendimnto']"
Tentei consultar limite e onboarding travou duas vezes. O carregamento dos relatórios demorou. platafroma probelma atendimnto,8,Produto,"['Tentei', 'consultar', 'limite', 'e', 'onboarding', 'travou', 'duas', 'vezes', '.', 'O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'platafroma', 'probelma', 'atendimnto']"
"Consegui atualizar cadastro, mas depois apareceu erro em usabilidade. As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. qdo msg",7,Produto,"['Consegui', 'atualizar', 'cadastro', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'usabilidade', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'qdo', 'msg']"
Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação. travano sitema,2,Produto,"['Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'travano', 'sitema']"
O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir.,4,Produto,"['O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.']"
limite demorou para responder. O suporte pediu novamente as mesmas informações. probelma platafroma,3,Geral,"['limite', 'demorou', 'para', 'responder', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'probelma', 'platafroma']"
Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava atualizar cadastro. Depois da atualização relatórios ficou mais simples. O suporte pediu novamente as mesmas informações. probelma,9,Produto,"['Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'Recebi', 'erro', 'enquanto', 'tentava', 'atualizar', 'cadastro', '.', 'Depois', 'da', 'atualização', 'relatórios', 'ficou', 'mais', 'simples', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'probelma']"
"Tentei baixar relatório e onboarding travou duas vezes. O atendimento resolveu rápido a solicitação. Consegui baixar relatório, mas depois apareceu erro em login. O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava baixar relatório. O carregamento dos relatórios demorou.",5,Produto,"['Tentei', 'baixar', 'relatório', 'e', 'onboarding', 'travou', 'duas', 'vezes', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'Consegui', 'baixar', 'relatório', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'login', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'Recebi', 'erro', 'enquanto', 'tentava', 'baixar', 'relatório', '.', 'O', 'carregamento', 'dos', 'relatórios', 'demorou', '.']"
As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações.,6,Produto,"['As', 'notificações', 'chegaram', 'atrasadas', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.']"
"Consegui acompanhar pagamento, mas depois apareceu erro em limite. Tentei acompanhar pagamento e login travou duas vezes. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. login demorou para responder. probelma msg",4,Produto,"['Consegui', 'acompanhar', 'pagamento', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'limite', '.', 'Tentei', 'acompanhar', 'pagamento', 'e', 'login', 'travou', 'duas', 'vezes', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'login', 'demorou', 'para', 'responder', '.', 'probelma', 'msg']"
"As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. Consegui consultar saldo, mas depois apareceu erro em dashboard.",4,Geral,"['As', 'notificações', 'chegaram', 'atrasadas', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'Consegui', 'consultar', 'saldo', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'dashboard', '.']"
"O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. O atendimento resolveu rápido a solicitação. Consegui consultar limite, mas depois apareceu erro em pagamentos.",9,Produto,"['O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'Consegui', 'consultar', 'limite', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'pagamentos', '.']"
Precisei repetir algumas etapas para concluir. Depois da atualização onboarding ficou mais simples. O suporte pediu novamente as mesmas informações. msg qdo demoro,3,Serviços,"['Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'Depois', 'da', 'atualização', 'onboarding', 'ficou', 'mais', 'simples', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'msg', 'qdo', 'demoro']"
