comentario,nota,responsavel,comentario_normalizado
Precisei repetir algumas etapas para concluir. cadastro demorou para responder. O carregamento dos relatórios demorou. As notificações chegaram atrasadas. qdo ploblema,5,Suporte,precisei repetir algumas etapas para concluir cadastro demorou para responder o carregamento dos relatorios demorou as notificacoes chegaram atrasadas qdo ploblema
"As notificações chegaram atrasadas. Depois da atualização performance ficou mais simples. Tentei emitir boleto e performance travou duas vezes. Consegui emitir boleto, mas depois apareceu erro em integração. Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava emitir boleto. vcs",8,Serviços,as notificacoes chegaram atrasadas depois da atualizacao performance ficou mais simples tentei emitir boleto e performance travou duas vezes consegui emitir boleto mas depois apareceu erro em integracao precisei repetir algumas etapas para concluir recebi erro enquanto tentava emitir boleto vcs
Precisei repetir algumas etapas para concluir. cadastro demorou para responder. Recebi erro enquanto tentava baixar relatório.,2,Produto,precisei repetir algumas etapas para concluir cadastro demorou para responder recebi erro enquanto tentava baixar relatorio
"O atendimento resolveu rápido a solicitação. Consegui fazer transferência, mas depois apareceu erro em dashboard. O carregamento dos relatórios demorou. Depois da atualização limite ficou mais simples. Tentei fazer transferência e limite travou duas vezes.",8,Produto,o atendimento resolveu rapido a solicitacao consegui fazer transferencia mas depois apareceu erro em dashboard o carregamento dos relatorios demorou depois da atualizacao limite ficou mais simples tentei fazer transferencia e limite travou duas vezes
O suporte pediu novamente as mesmas informações. onboarding demorou para responder. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. Recebi erro enquanto tentava atualizar cadastro. bugou demoro naum,0,Geral,o suporte pediu novamente as mesmas informacoes onboarding demorou para responder as notificacoes chegaram atrasadas precisei repetir algumas etapas para concluir o carregamento dos relatorios demorou recebi erro enquanto tentava atualizar cadastro bugou demoro naum
O suporte pediu novamente as mesmas informações. Tentei acompanhar pagamento e usabilidade travou duas vezes. Recebi erro enquanto tentava acompanhar pagamento. usabilidade demorou para responder. demoro sitema platafroma,10,Serviços,o suporte pediu novamente as mesmas informacoes tentei acompanhar pagamento e usabilidade travou duas vezes recebi erro enquanto tentava acompanhar pagamento usabilidade demorou para responder demoro sitema platafroma
"Depois da atualização dashboard ficou mais simples. Consegui integrar sistema, mas depois apareceu erro em chat. Tentei integrar sistema e dashboard travou duas vezes. dashboard demorou para responder. As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações.",6,Suporte,depois da atualizacao dashboard ficou mais simples consegui integrar sistema mas depois apareceu erro em chat tentei integrar sistema e dashboard travou duas vezes dashboard demorou para responder as notificacoes chegaram atrasadas o suporte pediu novamente as mesmas informacoes
Tentei atualizar cadastro e usabilidade travou duas vezes. usabilidade demorou para responder. Recebi erro enquanto tentava atualizar cadastro.,4,Pós-venda,tentei atualizar cadastro e usabilidade travou duas vezes usabilidade demorou para responder recebi erro enquanto tentava atualizar cadastro
"O suporte pediu novamente as mesmas informações. Consegui consultar limite, mas depois apareceu erro em login. Recebi erro enquanto tentava consultar limite. onboarding demorou para responder. O atendimento resolveu rápido a solicitação.",6,Produto,o suporte pediu novamente as mesmas informacoes consegui consultar limite mas depois apareceu erro em login recebi erro enquanto tentava consultar limite onboarding demorou para responder o atendimento resolveu rapido a solicitacao
cadastro demorou para responder. O carregamento dos relatórios demorou. Recebi erro enquanto tentava atualizar cadastro. Precisei repetir algumas etapas para concluir. Tentei atualizar cadastro e cadastro travou duas vezes. Depois da atualização cadastro ficou mais simples.,0,Geral,cadastro demorou para responder o carregamento dos relatorios demorou recebi erro enquanto tentava atualizar cadastro precisei repetir algumas etapas para concluir tentei atualizar cadastro e cadastro travou duas vezes depois da atualizacao cadastro ficou mais simples
O suporte pediu novamente as mesmas informações. Tentei fazer transferência e usabilidade travou duas vezes. Depois da atualização usabilidade ficou mais simples. O carregamento dos relatórios demorou. Recebi erro enquanto tentava fazer transferência. naum qdo bugou,1,Serviços,o suporte pediu novamente as mesmas informacoes tentei fazer transferencia e usabilidade travou duas vezes depois da atualizacao usabilidade ficou mais simples o carregamento dos relatorios demorou recebi erro enquanto tentava fazer transferencia naum qdo bugou
As notificações chegaram atrasadas. O carregamento dos relatórios demorou. cartão virtual demorou para responder. O atendimento resolveu rápido a solicitação. Depois da atualização cartão virtual ficou mais simples. Precisei repetir algumas etapas para concluir.,1,Serviços,as notificacoes chegaram atrasadas o carregamento dos relatorios demorou cartao virtual demorou para responder o atendimento resolveu rapido a solicitacao depois da atualizacao cartao virtual ficou mais simples precisei repetir algumas etapas para concluir
"O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação. login demorou para responder. Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas. Consegui fazer transferência, mas depois apareceu erro em limite.",0,Produto,o carregamento dos relatorios demorou o atendimento resolveu rapido a solicitacao login demorou para responder precisei repetir algumas etapas para concluir as notificacoes chegaram atrasadas consegui fazer transferencia mas depois apareceu erro em limite
"As notificações chegaram atrasadas. Recebi erro enquanto tentava emitir boleto. cartão virtual demorou para responder. Precisei repetir algumas etapas para concluir. Consegui emitir boleto, mas depois apareceu erro em chat. O atendimento resolveu rápido a solicitação. naum",6,Suporte,as notificacoes chegaram atrasadas recebi erro enquanto tentava emitir boleto cartao virtual demorou para responder precisei repetir algumas etapas para concluir consegui emitir boleto mas depois apareceu erro em chat o atendimento resolveu rapido a solicitacao naum
Tentei emitir boleto e notificações travou duas vezes. notificações demorou para responder. As notificações chegaram atrasadas. Recebi erro enquanto tentava emitir boleto. O atendimento resolveu rápido a solicitação.,2,Suporte,tentei emitir boleto e notificacoes travou duas vezes notificacoes demorou para responder as notificacoes chegaram atrasadas recebi erro enquanto tentava emitir boleto o atendimento resolveu rapido a solicitacao
O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação. Depois da atualização integração ficou mais simples.,4,Suporte,o suporte pediu novamente as mesmas informacoes o atendimento resolveu rapido a solicitacao depois da atualizacao integracao ficou mais simples
"pagamentos demorou para responder. O atendimento resolveu rápido a solicitação. Consegui fazer transferência, mas depois apareceu erro em integração. Depois da atualização pagamentos ficou mais simples.",0,Suporte,pagamentos demorou para responder o atendimento resolveu rapido a solicitacao consegui fazer transferencia mas depois apareceu erro em integracao depois da atualizacao pagamentos ficou mais simples
limite demorou para responder. O carregamento dos relatórios demorou.,2,Serviços,limite demorou para responder o carregamento dos relatorios demorou
Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas. Depois da atualização usabilidade ficou mais simples. probelma sitema,6,Produto,precisei repetir algumas etapas para concluir as notificacoes chegaram atrasadas depois da atualizacao usabilidade ficou mais simples probelma sitema
Achei estranho.,4,Suporte,achei estranho
"O suporte pediu novamente as mesmas informações. Tentei baixar relatório e integração travou duas vezes. Consegui baixar relatório, mas depois apareceu erro em dashboard. As notificações chegaram atrasadas.",6,Suporte,o suporte pediu novamente as mesmas informacoes tentei baixar relatorio e integracao travou duas vezes consegui baixar relatorio mas depois apareceu erro em dashboard as notificacoes chegaram atrasadas
"Consegui baixar relatório, mas depois apareceu erro em extrato. O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação. dashboard demorou para responder. Depois da atualização dashboard ficou mais simples.",8,Serviços,consegui baixar relatorio mas depois apareceu erro em extrato o carregamento dos relatorios demorou o atendimento resolveu rapido a solicitacao dashboard demorou para responder depois da atualizacao dashboard ficou mais simples
As notificações chegaram atrasadas. Depois da atualização notificações ficou mais simples. Precisei repetir algumas etapas para concluir. notificações demorou para responder. O suporte pediu novamente as mesmas informações. demoro ploblema,3,Suporte,as notificacoes chegaram atrasadas depois da atualizacao notificacoes ficou mais simples precisei repetir algumas etapas para concluir notificacoes demorou para responder o suporte pediu novamente as mesmas informacoes demoro ploblema
