comentario,nota,responsavel,comentario_sem_stopwords
Tentei integrar sistema e cartão virtual travou duas vezes. As notificações chegaram atrasadas. cartão virtual demorou para responder. Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. Recebi erro enquanto tentava integrar sistema.,2,Produto,tentei integrar cartao virtual travou duas vezes notificacoes chegaram atrasadas cartao virtual demorou responder precisei repetir algumas etapas concluir carregamento relatorios demorou recebi erro enquanto tentava integrar
As notificações chegaram atrasadas. Recebi erro enquanto tentava consultar limite. O suporte pediu novamente as mesmas informações. Depois da atualização extrato ficou mais simples.,8,Suporte,notificacoes chegaram atrasadas recebi erro enquanto tentava consultar limite suporte pediu novamente mesmas informacoes atualizacao extrato ficou simples
Precisei repetir algumas etapas para concluir. Depois da atualização notificações ficou mais simples. O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas. O carregamento dos relatórios demorou. Tentei acompanhar pagamento e notificações travou duas vezes. naum sitema qdo,7,Suporte,precisei repetir algumas etapas concluir atualizacao notificacoes ficou simples suporte pediu novamente mesmas informacoes notificacoes chegaram atrasadas carregamento relatorios demorou tentei acompanhar pagamento notificacoes travou duas vezes naum sitema qdo
"Precisei repetir algumas etapas para concluir. Consegui consultar saldo, mas depois apareceu erro em extrato. onboarding demorou para responder. As notificações chegaram atrasadas.",9,Serviços,precisei repetir algumas etapas concluir consegui consultar saldo apareceu erro extrato onboarding demorou responder notificacoes chegaram atrasadas
O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas. Recebi erro enquanto tentava acompanhar pagamento. Depois da atualização API ficou mais simples. Tentei acompanhar pagamento e API travou duas vezes. O carregamento dos relatórios demorou.,4,Geral,suporte pediu novamente mesmas informacoes notificacoes chegaram atrasadas recebi erro enquanto tentava acompanhar pagamento atualizacao api ficou simples tentei acompanhar pagamento api travou duas vezes carregamento relatorios demorou
Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava emitir boleto. bugou,8,Serviços,precisei repetir algumas etapas concluir suporte pediu novamente mesmas informacoes atendimento resolveu rapido solicitacao recebi erro enquanto tentava emitir boleto bugou
"Consegui fazer transferência, mas depois apareceu erro em usabilidade. O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações.",10,Suporte,consegui fazer transferencia apareceu erro usabilidade carregamento relatorios demorou suporte pediu novamente mesmas informacoes
"Depois da atualização cartão virtual ficou mais simples. Recebi erro enquanto tentava baixar relatório. cartão virtual demorou para responder. O carregamento dos relatórios demorou. As notificações chegaram atrasadas. Consegui baixar relatório, mas depois apareceu erro em performance.",10,Suporte,atualizacao cartao virtual ficou simples recebi erro enquanto tentava baixar relatorio cartao virtual demorou responder carregamento relatorios demorou notificacoes chegaram atrasadas consegui baixar relatorio apareceu erro performance
Mais ou menos.,7,Produto,menos
Mais ou menos.,4,Pós-venda,menos
"O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. Consegui atualizar cadastro, mas depois apareceu erro em performance. Precisei repetir algumas etapas para concluir. Depois da atualização notificações ficou mais simples.",1,Suporte,atendimento resolveu rapido solicitacao notificacoes chegaram atrasadas suporte pediu novamente mesmas informacoes consegui atualizar cadastro apareceu erro performance precisei repetir algumas etapas concluir atualizacao notificacoes ficou simples
"As notificações chegaram atrasadas. Depois da atualização integração ficou mais simples. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. Consegui integrar sistema, mas depois apareceu erro em cadastro. Recebi erro enquanto tentava integrar sistema.",4,Pós-venda,notificacoes chegaram atrasadas atualizacao integracao ficou simples suporte pediu novamente mesmas informacoes carregamento relatorios demorou consegui integrar apareceu erro cadastro recebi erro enquanto tentava integrar
As notificações chegaram atrasadas. Recebi erro enquanto tentava fazer transferência. Tentei fazer transferência e onboarding travou duas vezes.,0,Produto,notificacoes chegaram atrasadas recebi erro enquanto tentava fazer transferencia tentei fazer transferencia onboarding travou duas vezes
Recebi erro enquanto tentava fazer transferência. As notificações chegaram atrasadas. bugou platafroma,2,Suporte,recebi erro enquanto tentava fazer transferencia notificacoes chegaram atrasadas bugou platafroma
O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. Depois da atualização extrato ficou mais simples. extrato demorou para responder. ploblema,6,Serviços,atendimento resolveu rapido solicitacao precisei repetir algumas etapas concluir atualizacao extrato ficou simples extrato demorou responder ploblema
Ok.,4,Produto,ok
"integração demorou para responder. O suporte pediu novamente as mesmas informações. Tentei consultar limite e integração travou duas vezes. Precisei repetir algumas etapas para concluir. Depois da atualização integração ficou mais simples. Consegui consultar limite, mas depois apareceu erro em usabilidade. atendimnto vcs",7,Produto,integracao demorou responder suporte pediu novamente mesmas informacoes tentei consultar limite integracao travou duas vezes precisei repetir algumas etapas concluir atualizacao integracao ficou simples consegui consultar limite apareceu erro usabilidade atendimnto vcs
"Tentei baixar relatório e pagamentos travou duas vezes. pagamentos demorou para responder. Consegui baixar relatório, mas depois apareceu erro em dashboard. Recebi erro enquanto tentava baixar relatório.",4,Suporte,tentei baixar relatorio pagamentos travou duas vezes pagamentos demorou responder consegui baixar relatorio apareceu erro dashboard recebi erro enquanto tentava baixar relatorio
Nada a declarar.,6,Geral,nada declarar
"Consegui baixar relatório, mas depois apareceu erro em dashboard. As notificações chegaram atrasadas. ploblema bugou msg",7,Geral,consegui baixar relatorio apareceu erro dashboard notificacoes chegaram atrasadas ploblema bugou msg
"Tentei consultar saldo e login travou duas vezes. O carregamento dos relatórios demorou. Consegui consultar saldo, mas depois apareceu erro em API. Precisei repetir algumas etapas para concluir.",8,Geral,tentei consultar saldo login travou duas vezes carregamento relatorios demorou consegui consultar saldo apareceu erro api precisei repetir algumas etapas concluir
"As notificações chegaram atrasadas. Recebi erro enquanto tentava consultar saldo. Depois da atualização notificações ficou mais simples. O suporte pediu novamente as mesmas informações. Consegui consultar saldo, mas depois apareceu erro em pagamentos. Precisei repetir algumas etapas para concluir.",4,Serviços,notificacoes chegaram atrasadas recebi erro enquanto tentava consultar saldo atualizacao notificacoes ficou simples suporte pediu novamente mesmas informacoes consegui consultar saldo apareceu erro pagamentos precisei repetir algumas etapas concluir
"Consegui atualizar cadastro, mas depois apareceu erro em relatórios. O atendimento resolveu rápido a solicitação. naum qdo",4,Suporte,consegui atualizar cadastro apareceu erro relatorios atendimento resolveu rapido solicitacao naum qdo
O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. Tentei consultar limite e extrato travou duas vezes. Precisei repetir algumas etapas para concluir. extrato demorou para responder.,0,Suporte,suporte pediu novamente mesmas informacoes carregamento relatorios demorou tentei consultar limite extrato travou duas vezes precisei repetir algumas etapas concluir extrato demorou responder
"O carregamento dos relatórios demorou. Tentei integrar sistema e cadastro travou duas vezes. cadastro demorou para responder. O atendimento resolveu rápido a solicitação. Consegui integrar sistema, mas depois apareceu erro em login. Precisei repetir algumas etapas para concluir. ploblema bugou msg",3,Serviços,carregamento relatorios demorou tentei integrar cadastro travou duas vezes cadastro demorou responder atendimento resolveu rapido solicitacao consegui integrar apareceu erro login precisei repetir algumas etapas concluir ploblema bugou msg
"O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações. Tentei fazer transferência e dashboard travou duas vezes. Consegui fazer transferência, mas depois apareceu erro em extrato. msg qdo",0,Serviços,carregamento relatorios demorou suporte pediu novamente mesmas informacoes tentei fazer transferencia dashboard travou duas vezes consegui fazer transferencia apareceu erro extrato msg qdo
O carregamento dos relatórios demorou. As notificações chegaram atrasadas. Depois da atualização cadastro ficou mais simples. cadastro demorou para responder.,9,Suporte,carregamento relatorios demorou notificacoes chegaram atrasadas atualizacao cadastro ficou simples cadastro demorou responder
"O carregamento dos relatórios demorou. dashboard demorou para responder. Consegui consultar limite, mas depois apareceu erro em relatórios. Tentei consultar limite e dashboard travou duas vezes.",1,Pós-venda,carregamento relatorios demorou dashboard demorou responder consegui consultar limite apareceu erro relatorios tentei consultar limite dashboard travou duas vezes
