comentario,nota,responsavel,comentario_original,is_noise,comentario_filtrado
"Consegui baixar relatório, mas depois apareceu erro em chat. Recebi erro enquanto tentava baixar relatório. Depois da atualização performance ficou mais simples. O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações.",6,Produto,"Consegui baixar relatório, mas depois apareceu erro em chat. Recebi erro enquanto tentava baixar relatório. Depois da atualização performance ficou mais simples. O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações.",False,"Consegui baixar relatório, mas depois apareceu erro em chat. Recebi erro enquanto tentava baixar relatório. Depois da atualização performance ficou mais simples. O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações."
O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas.,2,Serviços,O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas.,False,O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas.
O carregamento dos relatórios demorou. Depois da atualização API ficou mais simples. Recebi erro enquanto tentava baixar relatório. API demorou para responder. O atendimento resolveu rápido a solicitação. ploblema,3,Pós-venda,O carregamento dos relatórios demorou. Depois da atualização API ficou mais simples. Recebi erro enquanto tentava baixar relatório. API demorou para responder. O atendimento resolveu rápido a solicitação. ploblema,False,O carregamento dos relatórios demorou. Depois da atualização API ficou mais simples. Recebi erro enquanto tentava baixar relatório. API demorou para responder. O atendimento resolveu rápido a solicitação. ploblema
Tentei consultar limite e limite travou duas vezes. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. limite demorou para responder. O carregamento dos relatórios demorou.,1,Produto,Tentei consultar limite e limite travou duas vezes. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. limite demorou para responder. O carregamento dos relatórios demorou.,False,Tentei consultar limite e limite travou duas vezes. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. limite demorou para responder. O carregamento dos relatórios demorou.
Recebi erro enquanto tentava fazer transferência. As notificações chegaram atrasadas. sitema,3,Suporte,Recebi erro enquanto tentava fazer transferência. As notificações chegaram atrasadas. sitema,False,Recebi erro enquanto tentava fazer transferência. As notificações chegaram atrasadas. sitema
"O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas. Consegui atualizar cadastro, mas depois apareceu erro em extrato. O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir.",9,Serviços,"O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas. Consegui atualizar cadastro, mas depois apareceu erro em extrato. O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir.",False,"O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas. Consegui atualizar cadastro, mas depois apareceu erro em extrato. O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir."
"Depois da atualização pagamentos ficou mais simples. Tentei integrar sistema e pagamentos travou duas vezes. Consegui integrar sistema, mas depois apareceu erro em cadastro. O suporte pediu novamente as mesmas informações.",0,Serviços,"Depois da atualização pagamentos ficou mais simples. Tentei integrar sistema e pagamentos travou duas vezes. Consegui integrar sistema, mas depois apareceu erro em cadastro. O suporte pediu novamente as mesmas informações.",False,"Depois da atualização pagamentos ficou mais simples. Tentei integrar sistema e pagamentos travou duas vezes. Consegui integrar sistema, mas depois apareceu erro em cadastro. O suporte pediu novamente as mesmas informações."
Precisei repetir algumas etapas para concluir. onboarding demorou para responder. O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou. Recebi erro enquanto tentava consultar limite.,2,Suporte,Precisei repetir algumas etapas para concluir. onboarding demorou para responder. O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou. Recebi erro enquanto tentava consultar limite.,False,Precisei repetir algumas etapas para concluir. onboarding demorou para responder. O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou. Recebi erro enquanto tentava consultar limite.
Tentei consultar limite e chat travou duas vezes. Precisei repetir algumas etapas para concluir.,0,Geral,Tentei consultar limite e chat travou duas vezes. Precisei repetir algumas etapas para concluir.,False,Tentei consultar limite e chat travou duas vezes. Precisei repetir algumas etapas para concluir.
As notificações chegaram atrasadas. Recebi erro enquanto tentava emitir boleto. Precisei repetir algumas etapas para concluir. Tentei emitir boleto e performance travou duas vezes.,1,Geral,As notificações chegaram atrasadas. Recebi erro enquanto tentava emitir boleto. Precisei repetir algumas etapas para concluir. Tentei emitir boleto e performance travou duas vezes.,False,As notificações chegaram atrasadas. Recebi erro enquanto tentava emitir boleto. Precisei repetir algumas etapas para concluir. Tentei emitir boleto e performance travou duas vezes.
"Recebi erro enquanto tentava emitir boleto. Consegui emitir boleto, mas depois apareceu erro em integração. Tentei emitir boleto e pagamentos travou duas vezes. naum bugou msg",8,Produto,"Recebi erro enquanto tentava emitir boleto. Consegui emitir boleto, mas depois apareceu erro em integração. Tentei emitir boleto e pagamentos travou duas vezes. naum bugou msg",False,"Recebi erro enquanto tentava emitir boleto. Consegui emitir boleto, mas depois apareceu erro em integração. Tentei emitir boleto e pagamentos travou duas vezes. naum bugou msg"
"Precisei repetir algumas etapas para concluir. Tentei consultar limite e pagamentos travou duas vezes. As notificações chegaram atrasadas. Consegui consultar limite, mas depois apareceu erro em cadastro. Recebi erro enquanto tentava consultar limite. O atendimento resolveu rápido a solicitação.",3,Serviços,"Precisei repetir algumas etapas para concluir. Tentei consultar limite e pagamentos travou duas vezes. As notificações chegaram atrasadas. Consegui consultar limite, mas depois apareceu erro em cadastro. Recebi erro enquanto tentava consultar limite. O atendimento resolveu rápido a solicitação.",False,"Precisei repetir algumas etapas para concluir. Tentei consultar limite e pagamentos travou duas vezes. As notificações chegaram atrasadas. Consegui consultar limite, mas depois apareceu erro em cadastro. Recebi erro enquanto tentava consultar limite. O atendimento resolveu rápido a solicitação."
"Depois da atualização pagamentos ficou mais simples. Consegui emitir boleto, mas depois apareceu erro em relatórios. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. pagamentos demorou para responder.",0,Suporte,"Depois da atualização pagamentos ficou mais simples. Consegui emitir boleto, mas depois apareceu erro em relatórios. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. pagamentos demorou para responder.",False,"Depois da atualização pagamentos ficou mais simples. Consegui emitir boleto, mas depois apareceu erro em relatórios. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. pagamentos demorou para responder."
"Tentei fazer transferência e API travou duas vezes. As notificações chegaram atrasadas. Consegui fazer transferência, mas depois apareceu erro em dashboard.",1,Serviços,"Tentei fazer transferência e API travou duas vezes. As notificações chegaram atrasadas. Consegui fazer transferência, mas depois apareceu erro em dashboard.",False,"Tentei fazer transferência e API travou duas vezes. As notificações chegaram atrasadas. Consegui fazer transferência, mas depois apareceu erro em dashboard."
"Consegui consultar limite, mas depois apareceu erro em limite. Tentei consultar limite e dashboard travou duas vezes. ploblema vcs",6,Produto,"Consegui consultar limite, mas depois apareceu erro em limite. Tentei consultar limite e dashboard travou duas vezes. ploblema vcs",False,"Consegui consultar limite, mas depois apareceu erro em limite. Tentei consultar limite e dashboard travou duas vezes. ploblema vcs"
Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava acompanhar pagamento. As notificações chegaram atrasadas. Depois da atualização cartão virtual ficou mais simples.,6,Serviços,Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava acompanhar pagamento. As notificações chegaram atrasadas. Depois da atualização cartão virtual ficou mais simples.,False,Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava acompanhar pagamento. As notificações chegaram atrasadas. Depois da atualização cartão virtual ficou mais simples.
