comentario,nota,responsavel,comentario_stem_porter
"O carregamento dos relatórios demorou. Consegui integrar sistema, mas depois apareceu erro em login. As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações. qdo",8,Suporte,o carregamento do relatorio demor consegui integrar sistema ma depoi apareceu erro em login as notificaco chegaram atrasada o atendimento resolveu rapido a solicitacao o suport pediu novament as mesma informaco qdo
Nada a declarar.,4,Suporte,nada a declarar
O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações. Depois da atualização notificações ficou mais simples. As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação.,6,Geral,o carregamento do relatorio demor o suport pediu novament as mesma informaco depoi da atualizacao notificaco ficou mai simpl as notificaco chegaram atrasada o atendimento resolveu rapido a solicitacao
Tentei consultar limite e integração travou duas vezes. Depois da atualização integração ficou mais simples. vcs ploblema,0,Geral,tentei consultar limit e integracao travou dua veze depoi da atualizacao integracao ficou mai simpl vc ploblema
"Recebi erro enquanto tentava atualizar cadastro. Depois da atualização login ficou mais simples. O suporte pediu novamente as mesmas informações. login demorou para responder. Precisei repetir algumas etapas para concluir. Consegui atualizar cadastro, mas depois apareceu erro em usabilidade.",3,Geral,recebi erro enquanto tentava atualizar cadastro depoi da atualizacao login ficou mai simpl o suport pediu novament as mesma informaco login demor para respond precisei repetir alguma etapa para concluir consegui atualizar cadastro ma depoi apareceu erro em usabilidad
Depois da atualização usabilidade ficou mais simples. As notificações chegaram atrasadas. usabilidade demorou para responder. O carregamento dos relatórios demorou. Tentei acompanhar pagamento e usabilidade travou duas vezes. Precisei repetir algumas etapas para concluir.,10,Suporte,depoi da atualizacao usabilidad ficou mai simpl as notificaco chegaram atrasada usabilidad demor para respond o carregamento do relatorio demor tentei acompanhar pagamento e usabilidad travou dua veze precisei repetir alguma etapa para concluir
O carregamento dos relatórios demorou. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. Tentei atualizar cadastro e performance travou duas vezes.,4,Serviços,o carregamento do relatorio demor as notificaco chegaram atrasada precisei repetir alguma etapa para concluir tentei atualizar cadastro e perform travou dua veze
Depois da atualização pagamentos ficou mais simples. O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação.,8,Suporte,depoi da atualizacao pagamento ficou mai simpl o carregamento do relatorio demor o atendimento resolveu rapido a solicitacao
"As notificações chegaram atrasadas. Consegui baixar relatório, mas depois apareceu erro em chat. O suporte pediu novamente as mesmas informações.",4,Serviços,as notificaco chegaram atrasada consegui baixar relatorio ma depoi apareceu erro em chat o suport pediu novament as mesma informaco
Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. notificações demorou para responder. Tentei acompanhar pagamento e notificações travou duas vezes. Depois da atualização notificações ficou mais simples. O suporte pediu novamente as mesmas informações.,10,Suporte,precisei repetir alguma etapa para concluir o carregamento do relatorio demor notificaco demor para respond tentei acompanhar pagamento e notificaco travou dua veze depoi da atualizacao notificaco ficou mai simpl o suport pediu novament as mesma informaco
O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas. platafroma vcs,1,Suporte,o suport pediu novament as mesma informaco o carregamento do relatorio demor precisei repetir alguma etapa para concluir as notificaco chegaram atrasada platafroma vc
"Tentei consultar limite e performance travou duas vezes. O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação. Consegui consultar limite, mas depois apareceu erro em limite. O carregamento dos relatórios demorou.",10,Produto,tentei consultar limit e perform travou dua veze o suport pediu novament as mesma informaco o atendimento resolveu rapido a solicitacao consegui consultar limit ma depoi apareceu erro em limit o carregamento do relatorio demor
Depois da atualização cartão virtual ficou mais simples. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou.,1,Suporte,depoi da atualizacao cartao virtual ficou mai simpl as notificaco chegaram atrasada precisei repetir alguma etapa para concluir o carregamento do relatorio demor
"As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. Depois da atualização onboarding ficou mais simples. Consegui consultar limite, mas depois apareceu erro em limite. Tentei consultar limite e onboarding travou duas vezes.",6,Pós-venda,as notificaco chegaram atrasada o suport pediu novament as mesma informaco depoi da atualizacao onboard ficou mai simpl consegui consultar limit ma depoi apareceu erro em limit tentei consultar limit e onboard travou dua veze
As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação. usabilidade demorou para responder. Recebi erro enquanto tentava fazer transferência. Tentei fazer transferência e usabilidade travou duas vezes.,8,Suporte,as notificaco chegaram atrasada o suport pediu novament as mesma informaco o atendimento resolveu rapido a solicitacao usabilidad demor para respond recebi erro enquanto tentava fazer transferencia tentei fazer transferencia e usabilidad travou dua veze
"O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. Depois da atualização relatórios ficou mais simples. Recebi erro enquanto tentava fazer transferência. Consegui fazer transferência, mas depois apareceu erro em limite. relatórios demorou para responder. msg bugou",9,Suporte,o carregamento do relatorio demor precisei repetir alguma etapa para concluir depoi da atualizacao relatorio ficou mai simpl recebi erro enquanto tentava fazer transferencia consegui fazer transferencia ma depoi apareceu erro em limit relatorio demor para respond msg bugou
Precisei repetir algumas etapas para concluir. relatórios demorou para responder. Depois da atualização relatórios ficou mais simples. As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. sitema travano ploblema,1,Suporte,precisei repetir alguma etapa para concluir relatorio demor para respond depoi da atualizacao relatorio ficou mai simpl as notificaco chegaram atrasada o atendimento resolveu rapido a solicitacao sitema travano ploblema
"Consegui consultar limite, mas depois apareceu erro em pagamentos. Tentei consultar limite e API travou duas vezes. Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava consultar limite. O carregamento dos relatórios demorou. probelma",6,Suporte,consegui consultar limit ma depoi apareceu erro em pagamento tentei consultar limit e api travou dua veze precisei repetir alguma etapa para concluir recebi erro enquanto tentava consultar limit o carregamento do relatorio demor probelma
Recebi erro enquanto tentava acompanhar pagamento. Precisei repetir algumas etapas para concluir.,3,Suporte,recebi erro enquanto tentava acompanhar pagamento precisei repetir alguma etapa para concluir
O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. O atendimento resolveu rápido a solicitação. login demorou para responder.,8,Geral,o carregamento do relatorio demor precisei repetir alguma etapa para concluir o atendimento resolveu rapido a solicitacao login demor para respond
O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava consultar limite. demoro platafroma,2,Suporte,o atendimento resolveu rapido a solicitacao recebi erro enquanto tentava consultar limit demoro platafroma
Depois da atualização relatórios ficou mais simples. O carregamento dos relatórios demorou. platafroma vcs probelma,5,Pós-venda,depoi da atualizacao relatorio ficou mai simpl o carregamento do relatorio demor platafroma vc probelma
"Consegui consultar limite, mas depois apareceu erro em chat. O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação.",6,Produto,consegui consultar limit ma depoi apareceu erro em chat o carregamento do relatorio demor o atendimento resolveu rapido a solicitacao
As notificações chegaram atrasadas. Tentei fazer transferência e dashboard travou duas vezes. Recebi erro enquanto tentava fazer transferência. O suporte pediu novamente as mesmas informações.,6,Serviços,as notificaco chegaram atrasada tentei fazer transferencia e dashboard travou dua veze recebi erro enquanto tentava fazer transferencia o suport pediu novament as mesma informaco
O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir.,1,Serviços,o suport pediu novament as mesma informaco as notificaco chegaram atrasada precisei repetir alguma etapa para concluir
As notificações chegaram atrasadas. O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação.,2,Produto,as notificaco chegaram atrasada o carregamento do relatorio demor o atendimento resolveu rapido a solicitacao
Tentei consultar saldo e cartão virtual travou duas vezes. cartão virtual demorou para responder.,9,Produto,tentei consultar saldo e cartao virtual travou dua veze cartao virtual demor para respond
