comentario,nota,responsavel,comentario_stem_snowball
"As notificações chegaram atrasadas. Recebi erro enquanto tentava emitir boleto. cartão virtual demorou para responder. Precisei repetir algumas etapas para concluir. Consegui emitir boleto, mas depois apareceu erro em chat. O atendimento resolveu rápido a solicitação. naum",6,Suporte,as notificaco cheg atras receb erro enquant tent emit bolet carta virtual demor par respond precis repet algum etap par conclu consegu emit bolet mas depo aparec erro em chat o atend resolv rap a solicitaca naum
Tentei emitir boleto e notificações travou duas vezes. notificações demorou para responder. As notificações chegaram atrasadas. Recebi erro enquanto tentava emitir boleto. O atendimento resolveu rápido a solicitação.,2,Suporte,tent emit bolet e notificaco trav duas vez notificaco demor par respond as notificaco cheg atras receb erro enquant tent emit bolet o atend resolv rap a solicitaca
O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação. Depois da atualização integração ficou mais simples.,4,Suporte,o suport ped nov as mesm informaco o atend resolv rap a solicitaca depo da atualizaca integraca fic mais simpl
"pagamentos demorou para responder. O atendimento resolveu rápido a solicitação. Consegui fazer transferência, mas depois apareceu erro em integração. Depois da atualização pagamentos ficou mais simples.",0,Suporte,pagament demor par respond o atend resolv rap a solicitaca consegu faz transferenc mas depo aparec erro em integraca depo da atualizaca pagament fic mais simpl
limite demorou para responder. O carregamento dos relatórios demorou.,2,Serviços,limit demor par respond o carreg dos relatori demor
Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas. Depois da atualização usabilidade ficou mais simples. probelma sitema,6,Produto,precis repet algum etap par conclu as notificaco cheg atras depo da atualizaca usabil fic mais simpl probelm sitem
Achei estranho.,4,Suporte,ache estranh
"O suporte pediu novamente as mesmas informações. Tentei baixar relatório e integração travou duas vezes. Consegui baixar relatório, mas depois apareceu erro em dashboard. As notificações chegaram atrasadas.",6,Suporte,o suport ped nov as mesm informaco tent baix relatori e integraca trav duas vez consegu baix relatori mas depo aparec erro em dashboard as notificaco cheg atras
"Consegui baixar relatório, mas depois apareceu erro em extrato. O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação. dashboard demorou para responder. Depois da atualização dashboard ficou mais simples.",8,Serviços,consegu baix relatori mas depo aparec erro em extrat o carreg dos relatori demor o atend resolv rap a solicitaca dashboard demor par respond depo da atualizaca dashboard fic mais simpl
As notificações chegaram atrasadas. Depois da atualização notificações ficou mais simples. Precisei repetir algumas etapas para concluir. notificações demorou para responder. O suporte pediu novamente as mesmas informações. demoro ploblema,3,Suporte,as notificaco cheg atras depo da atualizaca notificaco fic mais simpl precis repet algum etap par conclu notificaco demor par respond o suport ped nov as mesm informaco demor ploblem
Tentei fazer transferência e onboarding travou duas vezes. O suporte pediu novamente as mesmas informações. onboarding demorou para responder.,7,Produto,tent faz transferenc e onboarding trav duas vez o suport ped nov as mesm informaco onboarding demor par respond
As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. demoro bugou,2,Produto,as notificaco cheg atras precis repet algum etap par conclu demor bug
"Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. Consegui fazer transferência, mas depois apareceu erro em chat. Recebi erro enquanto tentava fazer transferência. cartão virtual demorou para responder. O suporte pediu novamente as mesmas informações.",3,Produto,precis repet algum etap par conclu o carreg dos relatori demor consegu faz transferenc mas depo aparec erro em chat receb erro enquant tent faz transferenc carta virtual demor par respond o suport ped nov as mesm informaco
"Precisei repetir algumas etapas para concluir. limite demorou para responder. O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas. Consegui baixar relatório, mas depois apareceu erro em performance. probelma",6,Geral,precis repet algum etap par conclu limit demor par respond o atend resolv rap a solicitaca as notificaco cheg atras consegu baix relatori mas depo aparec erro em performanc probelm
Regular.,2,Suporte,regul
Nada a declarar.,3,Geral,nad a declar
As notificações chegaram atrasadas. Tentei fazer transferência e chat travou duas vezes. O carregamento dos relatórios demorou. ploblema,3,Serviços,as notificaco cheg atras tent faz transferenc e chat trav duas vez o carreg dos relatori demor ploblem
Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava consultar limite. O suporte pediu novamente as mesmas informações.,10,Suporte,precis repet algum etap par conclu receb erro enquant tent consult limit o suport ped nov as mesm informaco
O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava emitir boleto. Tentei emitir boleto e performance travou duas vezes. platafroma atendimnto msg,0,Serviços,o suport ped nov as mesm informaco receb erro enquant tent emit bolet tent emit bolet e performanc trav duas vez platafrom atendimnt msg
As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. login demorou para responder. O atendimento resolveu rápido a solicitação.,8,Geral,as notificaco cheg atras o suport ped nov as mesm informaco login demor par respond o atend resolv rap a solicitaca
O carregamento dos relatórios demorou. login demorou para responder. qdo,2,Pós-venda,o carreg dos relatori demor login demor par respond qdo
O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. As notificações chegaram atrasadas. Recebi erro enquanto tentava emitir boleto. Precisei repetir algumas etapas para concluir. O atendimento resolveu rápido a solicitação.,7,Produto,o suport ped nov as mesm informaco o carreg dos relatori demor as notificaco cheg atras receb erro enquant tent emit bolet precis repet algum etap par conclu o atend resolv rap a solicitaca
"onboarding demorou para responder. Tentei consultar limite e onboarding travou duas vezes. Recebi erro enquanto tentava consultar limite. Consegui consultar limite, mas depois apareceu erro em extrato. O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. platafroma",0,Pós-venda,onboarding demor par respond tent consult limit e onboarding trav duas vez receb erro enquant tent consult limit consegu consult limit mas depo aparec erro em extrat o atend resolv rap a solicitaca precis repet algum etap par conclu platafrom
relatórios demorou para responder. O suporte pediu novamente as mesmas informações. Tentei integrar sistema e relatórios travou duas vezes. Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava integrar sistema.,6,Serviços,relatori demor par respond o suport ped nov as mesm informaco tent integr sistem e relatori trav duas vez precis repet algum etap par conclu receb erro enquant tent integr sistem
"Consegui acompanhar pagamento, mas depois apareceu erro em extrato. Depois da atualização API ficou mais simples.",4,Suporte,consegu acompanh pagament mas depo aparec erro em extrat depo da atualizaca api fic mais simpl
Ok.,6,Suporte,ok
"Tentei baixar relatório e API travou duas vezes. Consegui baixar relatório, mas depois apareceu erro em dashboard. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir.",7,Produto,tent baix relatori e api trav duas vez consegu baix relatori mas depo aparec erro em dashboard as notificaco cheg atras precis repet algum etap par conclu
"Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava integrar sistema. Consegui integrar sistema, mas depois apareceu erro em performance. O suporte pediu novamente as mesmas informações. Depois da atualização API ficou mais simples. O carregamento dos relatórios demorou. probelma",2,Serviços,precis repet algum etap par conclu receb erro enquant tent integr sistem consegu integr sistem mas depo aparec erro em performanc o suport ped nov as mesm informaco depo da atualizaca api fic mais simpl o carreg dos relatori demor probelm
O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. Tentei atualizar cadastro e onboarding travou duas vezes. As notificações chegaram atrasadas. onboarding demorou para responder.,2,Suporte,o suport ped nov as mesm informaco o carreg dos relatori demor tent atualiz cadastr e onboarding trav duas vez as notificaco cheg atras onboarding demor par respond
"Recebi erro enquanto tentava acompanhar pagamento. Tentei acompanhar pagamento e API travou duas vezes. Depois da atualização API ficou mais simples. Consegui acompanhar pagamento, mas depois apareceu erro em integração. vcs platafroma qdo",8,Suporte,receb erro enquant tent acompanh pagament tent acompanh pagament e api trav duas vez depo da atualizaca api fic mais simpl consegu acompanh pagament mas depo aparec erro em integraca vcs platafrom qdo
extrato demorou para responder. O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação. sitema probelma,8,Pós-venda,extrat demor par respond o carreg dos relatori demor o atend resolv rap a solicitaca sitem probelm
Tentei integrar sistema e dashboard travou duas vezes. O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações. Depois da atualização dashboard ficou mais simples. Precisei repetir algumas etapas para concluir.,0,Pós-venda,tent integr sistem e dashboard trav duas vez o atend resolv rap a solicitaca o carreg dos relatori demor o suport ped nov as mesm informaco depo da atualizaca dashboard fic mais simpl precis repet algum etap par conclu
