comentario,nota,responsavel,comentario_lemma
As notificações chegaram atrasadas. Depois da atualização usabilidade ficou mais simples. usabilidade demorou para responder. Recebi erro enquanto tentava atualizar cadastro. O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação. ploblema,4,Geral,o notificação chegar atrasado . depois de o atualização usabilidade ficar mais simples . usabilidade demorar para responder . Recebi erro enquanto tentar atualizar cadastro . o suporte pedir novamente o mesmo informação . o atendimento resolver rápido o solicitação . ploblema
As notificações chegaram atrasadas. Recebi erro enquanto tentava integrar sistema. O atendimento resolveu rápido a solicitação. Depois da atualização dashboard ficou mais simples.,3,Produto,o notificação chegar atrasado . Recebi erro enquanto tentar integrar sistema . o atendimento resolver rápido o solicitação . depois de o atualização dashboard ficar mais simples .
Depois da atualização dashboard ficou mais simples. O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. dashboard demorou para responder. Recebi erro enquanto tentava atualizar cadastro. qdo ploblema bugou,3,Serviços,depois de o atualização dashboard ficar mais simples . o carregamento de o relatório demorar . Precisei repetir algum etapa para concluir . o suporte pedir novamente o mesmo informação . dashboard demorar para responder . Recebi erro enquanto tentar atualizar cadastro . qdo ploblema bugar
"Recebi erro enquanto tentava consultar limite. O carregamento dos relatórios demorou. Consegui consultar limite, mas depois apareceu erro em cadastro. Tentei consultar limite e limite travou duas vezes. O atendimento resolveu rápido a solicitação.",4,Serviços,"Recebi erro enquanto tentar consultar limite . o carregamento de o relatório demorar . Consegui consultar limite , mas depois aparecer erro em cadastro . Tentei consultar limite e limite travar dois vez . o atendimento resolver rápido o solicitação ."
Mais ou menos.,0,Produto,mais ou menos .
Nada a declarar.,3,Produto,nada a declarar .
Normal.,5,Serviços,normal .
Depois da atualização cartão virtual ficou mais simples. O carregamento dos relatórios demorou. vcs qdo,6,Suporte,depois de o atualização cartão virtual ficar mais simples . o carregamento de o relatório demorar . vcs qdo
O atendimento resolveu rápido a solicitação. Depois da atualização extrato ficou mais simples. Tentei atualizar cadastro e extrato travou duas vezes.,6,Serviços,o atendimento resolver rápido o solicitação . depois de o atualização extrato ficar mais simples . Tentei atualizar cadastro e extrato travar dois vez .
Recebi erro enquanto tentava acompanhar pagamento. O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações. probelma qdo sitema,0,Produto,Recebi erro enquanto tentar acompanhar pagamento . o atendimento resolver rápido o solicitação . o suporte pedir novamente o mesmo informação . probelma qdo sitema
O atendimento resolveu rápido a solicitação. Tentei consultar limite e API travou duas vezes. Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas. bugou vcs,2,Suporte,o atendimento resolver rápido o solicitação . Tentei consultar limite e API travar dois vez . Precisei repetir algum etapa para concluir . o notificação chegar atrasado . bugar vcs
Tudo certo.,2,Suporte,tudo certo .
Recebi erro enquanto tentava fazer transferência. As notificações chegaram atrasadas.,1,Produto,Recebi erro enquanto tentar fazer transferência . o notificação chegar atrasado .
Tentei fazer transferência e API travou duas vezes. Precisei repetir algumas etapas para concluir. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava fazer transferência.,8,Suporte,Tentei fazer transferência e API travar dois vez . Precisei repetir algum etapa para concluir . o atendimento resolver rápido o solicitação . Recebi erro enquanto tentar fazer transferência .
Tentei consultar limite e login travou duas vezes. Recebi erro enquanto tentava consultar limite. Precisei repetir algumas etapas para concluir.,2,Serviços,Tentei consultar limite e login travar dois vez . Recebi erro enquanto tentar consultar limite . Precisei repetir algum etapa para concluir .
"Recebi erro enquanto tentava acompanhar pagamento. Consegui acompanhar pagamento, mas depois apareceu erro em notificações. O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. pagamentos demorou para responder. vcs probelma",3,Suporte,"Recebi erro enquanto tentar acompanhar pagamento . Consegui acompanhar pagamento , mas depois aparecer erro em notificação . o carregamento de o relatório demorar . o atendimento resolver rápido o solicitação . precisei repetir algum etapa para concluir . pagamento demorar para responder . vcs probelmo"
"O atendimento resolveu rápido a solicitação. onboarding demorou para responder. Consegui consultar limite, mas depois apareceu erro em usabilidade. O carregamento dos relatórios demorou. ploblema bugou",9,Suporte,"o atendimento resolver rápido o solicitação . onboarding demorar para responder . Consegui consultar limite , mas depois aparecer erro em usabilidade . o carregamento de o relatório demorar . ploblema bugar"
"Consegui consultar limite, mas depois apareceu erro em pagamentos. O suporte pediu novamente as mesmas informações. API demorou para responder. O atendimento resolveu rápido a solicitação. Tentei consultar limite e API travou duas vezes.",6,Serviços,"Consegui consultar limite , mas depois aparecer erro em pagamento . o suporte pedir novamente o mesmo informação . API demorar para responder . o atendimento resolver rápido o solicitação . Tentei consultar limite e API travar dois vez ."
O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação. probelma atendimnto,5,Serviços,o suporte pedir novamente o mesmo informação . o carregamento de o relatório demorar . o atendimento resolver rápido o solicitação . probelma atendimnto
"O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava consultar limite. O suporte pediu novamente as mesmas informações. Consegui consultar limite, mas depois apareceu erro em cartão virtual.",1,Produto,"o atendimento resolver rápido o solicitação . Recebi erro enquanto tentar consultar limite . o suporte pedir novamente o mesmo informação . Consegui consultar limite , mas depois aparecer erro em cartão virtual ."
"As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. Tentei consultar saldo e notificações travou duas vezes. notificações demorou para responder. Consegui consultar saldo, mas depois apareceu erro em onboarding.",2,Produto,"o notificação chegar atrasado . precisei repetir algum etapa para concluir . o suporte pedir novamente o mesmo informação . Tentei consultar saldo e notificação travar dois vez . notificação demorar para responder . Consegui consultar saldo , mas depois aparecer erro em onboarding ."
O suporte pediu novamente as mesmas informações. Depois da atualização chat ficou mais simples. Precisei repetir algumas etapas para concluir.,3,Produto,o suporte pedir novamente o mesmo informação . depois de o atualização chat ficar mais simples . Precisei repetir algum etapa para concluir .
Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação.,5,Produto,precisei repetir algum etapa para concluir . o carregamento de o relatório demorar . o atendimento resolver rápido o solicitação .
Precisei repetir algumas etapas para concluir. performance demorou para responder. O suporte pediu novamente as mesmas informações. Tentei consultar limite e performance travou duas vezes. O carregamento dos relatórios demorou.,3,Suporte,precisei repetir algum etapa para concluir . performance demorar para responder . o suporte pedir novamente o mesmo informação . Tentei consultar limite e performance travar dois vez . o carregamento de o relatório demorar .
"Consegui acompanhar pagamento, mas depois apareceu erro em cartão virtual. O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava acompanhar pagamento. O carregamento dos relatórios demorou. performance demorou para responder.",7,Suporte,"Consegui acompanhar pagamento , mas depois aparecer erro em cartão virtual . o atendimento resolver rápido o solicitação . o suporte pedir novamente o mesmo informação . Recebi erro enquanto tentar acompanhar pagamento . o carregamento de o relatório demorar . performance demorar para responder ."
As notificações chegaram atrasadas. O carregamento dos relatórios demorou. platafroma demoro probelma,6,Produto,o notificação chegar atrasado . o carregamento de o relatório demorar . platafroma demoro probelma
