comentario,nota,responsavel
O atendimento resolveu rápido a solicitação. chat demorou para responder. probelma,5,Pós-venda
"Consegui consultar saldo, mas depois apareceu erro em login. O suporte pediu novamente as mesmas informações. Depois da atualização cartão virtual ficou mais simples. Precisei repetir algumas etapas para concluir. O atendimento resolveu rápido a solicitação. Tentei consultar saldo e cartão virtual travou duas vezes. travano demoro naum",8,Produto
Sem opinião.,3,Serviços
Precisei repetir algumas etapas para concluir. performance demorou para responder. Depois da atualização performance ficou mais simples. Tentei baixar relatório e performance travou duas vezes. O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou.,1,Suporte
O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas.,3,Pós-venda
Tentei consultar limite e chat travou duas vezes. Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou.,4,Suporte
O atendimento resolveu rápido a solicitação. Depois da atualização chat ficou mais simples. O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas.,4,Produto
chat demorou para responder. As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. Depois da atualização chat ficou mais simples. atendimnto demoro,0,Suporte
Regular.,6,Suporte
Tentei integrar sistema e relatórios travou duas vezes. Depois da atualização relatórios ficou mais simples. As notificações chegaram atrasadas. relatórios demorou para responder. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou.,9,Suporte
Depois da atualização cartão virtual ficou mais simples. O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas. Recebi erro enquanto tentava emitir boleto.,10,Serviços
"Recebi erro enquanto tentava consultar saldo. Depois da atualização performance ficou mais simples. O carregamento dos relatórios demorou. Consegui consultar saldo, mas depois apareceu erro em notificações. Tentei consultar saldo e performance travou duas vezes.",7,Serviços
"O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. Consegui consultar saldo, mas depois apareceu erro em cadastro. Depois da atualização login ficou mais simples. O suporte pediu novamente as mesmas informações. probelma",3,Serviços
Precisei repetir algumas etapas para concluir. O atendimento resolveu rápido a solicitação. login demorou para responder. O suporte pediu novamente as mesmas informações. Depois da atualização login ficou mais simples.,8,Serviços
"Consegui consultar limite, mas depois apareceu erro em API. integração demorou para responder. Depois da atualização integração ficou mais simples. Recebi erro enquanto tentava consultar limite. bugou atendimnto vcs",2,Suporte
"chat demorou para responder. Precisei repetir algumas etapas para concluir. Consegui consultar saldo, mas depois apareceu erro em performance. vcs ploblema",7,Suporte
O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. Depois da atualização login ficou mais simples.,9,Produto
Tudo certo.,2,Pós-venda
Tudo certo.,4,Suporte
As notificações chegaram atrasadas. Recebi erro enquanto tentava atualizar cadastro. integração demorou para responder. Tentei atualizar cadastro e integração travou duas vezes. O suporte pediu novamente as mesmas informações.,4,Pós-venda
Sem comentários.,9,Pós-venda
Recebi erro enquanto tentava baixar relatório. extrato demorou para responder. O carregamento dos relatórios demorou. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir.,0,Produto
O suporte pediu novamente as mesmas informações. Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas. O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação. qdo ploblema atendimnto,3,Produto
O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas. Tentei consultar limite e login travou duas vezes.,5,Produto
cadastro demorou para responder. Depois da atualização cadastro ficou mais simples. As notificações chegaram atrasadas.,8,Produto
Tudo certo.,9,Suporte
"Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas. performance demorou para responder. Consegui acompanhar pagamento, mas depois apareceu erro em onboarding. O suporte pediu novamente as mesmas informações. msg bugou qdo",8,Suporte
Depois da atualização cadastro ficou mais simples. Tentei consultar limite e cadastro travou duas vezes.,5,Produto
Normal.,7,Pós-venda
"Consegui acompanhar pagamento, mas depois apareceu erro em usabilidade. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. Depois da atualização login ficou mais simples. Tentei acompanhar pagamento e login travou duas vezes. Precisei repetir algumas etapas para concluir.",10,Pós-venda
"Consegui emitir boleto, mas depois apareceu erro em API. Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação. Tentei emitir boleto e cartão virtual travou duas vezes.",2,Produto
"O atendimento resolveu rápido a solicitação. Consegui emitir boleto, mas depois apareceu erro em API. msg",6,Suporte
Ok.,6,Suporte
O suporte pediu novamente as mesmas informações. relatórios demorou para responder. Depois da atualização relatórios ficou mais simples. As notificações chegaram atrasadas. Tentei baixar relatório e relatórios travou duas vezes. naum atendimnto platafroma,2,Geral
"As notificações chegaram atrasadas. Consegui fazer transferência, mas depois apareceu erro em API. travano naum qdo",8,Serviços
O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas. O carregamento dos relatórios demorou. chat demorou para responder.,2,Pós-venda
As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações.,4,Produto
"Consegui integrar sistema, mas depois apareceu erro em API. Depois da atualização extrato ficou mais simples. O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação. extrato demorou para responder.",4,Serviços
"O atendimento resolveu rápido a solicitação. Depois da atualização limite ficou mais simples. O carregamento dos relatórios demorou. Consegui atualizar cadastro, mas depois apareceu erro em login. Tentei atualizar cadastro e limite travou duas vezes.",8,Produto
O suporte pediu novamente as mesmas informações. chat demorou para responder. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. Tentei fazer transferência e chat travou duas vezes. Depois da atualização chat ficou mais simples. sitema,9,Suporte
Depois da atualização integração ficou mais simples. Tentei atualizar cadastro e integração travou duas vezes. platafroma,1,Serviços
O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. Tentei consultar limite e login travou duas vezes. As notificações chegaram atrasadas. Recebi erro enquanto tentava consultar limite. sitema bugou ploblema,8,Suporte
"Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. Consegui fazer transferência, mas depois apareceu erro em dashboard. Tentei fazer transferência e cadastro travou duas vezes. Recebi erro enquanto tentava fazer transferência.",9,Pós-venda
Recebi erro enquanto tentava integrar sistema. As notificações chegaram atrasadas. Tentei integrar sistema e extrato travou duas vezes. Depois da atualização extrato ficou mais simples.,2,Pós-venda
"Depois da atualização pagamentos ficou mais simples. Tentei consultar saldo e pagamentos travou duas vezes. Recebi erro enquanto tentava consultar saldo. Consegui consultar saldo, mas depois apareceu erro em relatórios. O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações.",9,Suporte
Depois da atualização dashboard ficou mais simples. Precisei repetir algumas etapas para concluir.,7,Serviços
"Consegui atualizar cadastro, mas depois apareceu erro em login. As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação.",0,Serviços
Tentei consultar limite e cadastro travou duas vezes. O atendimento resolveu rápido a solicitação.,7,Serviços
Recebi erro enquanto tentava baixar relatório. Depois da atualização login ficou mais simples.,9,Suporte
Ok.,2,Produto
limite demorou para responder. Tentei acompanhar pagamento e limite travou duas vezes. Recebi erro enquanto tentava acompanhar pagamento. O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação. Depois da atualização limite ficou mais simples.,10,Suporte
"Depois da atualização integração ficou mais simples. O atendimento resolveu rápido a solicitação. Consegui baixar relatório, mas depois apareceu erro em chat. As notificações chegaram atrasadas.",5,Geral
pagamentos demorou para responder. As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação.,7,Produto
O suporte pediu novamente as mesmas informações. Tentei acompanhar pagamento e dashboard travou duas vezes. O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou. Recebi erro enquanto tentava acompanhar pagamento. probelma platafroma sitema,1,Suporte
