comentario,nota,responsavel
atualizaca login fic simpl tent consult sald login trav duas vez,5,Suporte
login demor respond carreg relatori demor atend resolv rap solicitaca precis repet algum etap conclu atualizaca login fic simpl tent consult limit login trav duas vez msg vcs atendimnt,10,Produto
notificaco cheg atras consegu consult limit aparec erro usabil atend resolv rap solicitaca receb erro enquant tent consult limit carreg relatori demor,3,Produto
atualizaca performanc fic simpl tent consult limit performanc trav duas vez,10,Suporte
atend resolv rap solicitaca receb erro enquant tent acompanh pagament consegu acompanh pagament aparec erro dashboard,8,Suporte
notificaco cheg atras consegu acompanh pagament aparec erro pagament atend resolv rap solicitaca carreg relatori demor atualizaca cadastr fic simpl,4,Geral
tent atualiz cadastr usabil trav duas vez consegu atualiz cadastr aparec erro dashboard precis repet algum etap conclu atend resolv rap solicitaca atualizaca usabil fic simpl carreg relatori demor,7,Produto
carta virtual demor respond notificaco cheg atras tent integr carta virtual trav duas vez suport ped nov mesm informaco receb erro enquant tent integr precis repet algum etap conclu sitem probelm platafrom,5,Suporte
carreg relatori demor notificaco cheg atras precis repet algum etap conclu suport ped nov mesm informaco tent faz transferenc integraca trav duas vez atend resolv rap solicitaca,4,Geral
atend resolv rap solicitaca api demor respond notificaco cheg atras demor,3,Serviços
suport ped nov mesm informaco notificaco cheg atras atend resolv rap solicitaca consegu integr aparec erro api integraca demor respond atualizaca integraca fic simpl bug probelm,10,Produto
carreg relatori demor receb erro enquant tent emit bolet,10,Suporte
consegu integr aparec erro performanc notificaco cheg atras,10,Serviços
carreg relatori demor receb erro enquant tent acompanh pagament consegu acompanh pagament aparec erro login atualizaca api fic simpl atend resolv rap solicitaca notificaco cheg atras,0,Suporte
suport ped nov mesm informaco notificaco cheg atras,8,Geral
atend resolv rap solicitaca suport ped nov mesm informaco tent acompanh pagament relatori trav duas vez,1,Suporte
tent consult sald notificaco trav duas vez carreg relatori demor atualizaca notificaco fic simpl,7,Suporte
atualizaca limit fic simpl notificaco cheg atras receb erro enquant tent consult sald suport ped nov mesm informaco precis repet algum etap conclu,4,Produto
notificaco cheg atras limit demor respond,9,Produto
tent consult limit relatori trav duas vez suport ped nov mesm informaco receb erro enquant tent consult limit carreg relatori demor consegu consult limit aparec erro onboarding notificaco cheg atras travan,0,Produto
notificaco cheg atras atualizaca integraca fic simpl suport ped nov mesm informaco tent atualiz cadastr integraca trav duas vez carreg relatori demor atend resolv rap solicitaca atendimnt,4,Suporte
suport ped nov mesm informaco tent consult sald chat trav duas vez atualizaca chat fic simpl atend resolv rap solicitaca carreg relatori demor atendimnt,10,Serviços
carreg relatori demor receb erro enquant tent consult sald,1,Geral
limit demor respond receb erro enquant tent baix relatori atend resolv rap solicitaca carreg relatori demor travan,2,Pós-venda
extrat demor respond precis repet algum etap conclu bug qdo naum,2,Geral
precis repet algum etap conclu consegu consult sald aparec erro relatori carreg relatori demor,7,Serviços
receb erro enquant tent acompanh pagament tent acompanh pagament onboarding trav duas vez notificaco cheg atras onboarding demor respond consegu acompanh pagament aparec erro pagament precis repet algum etap conclu,3,Produto
consegu consult limit aparec erro pagament atend resolv rap solicitaca receb erro enquant tent consult limit tent consult limit extrat trav duas vez atualizaca extrat fic simpl notificaco cheg atras msg,1,Produto
precis repet algum etap conclu atualizaca chat fic simpl tent integr chat trav duas vez receb erro enquant tent integr chat demor respond suport ped nov mesm informaco,3,Geral
notificaco cheg atras tent faz transferenc pagament trav duas vez atend resolv rap solicitaca carreg relatori demor,0,Produto
consegu integr aparec erro relatori atualizaca cadastr fic simpl notificaco cheg atras,3,Suporte
notificaco cheg atras tent baix relatori onboarding trav duas vez carreg relatori demor consegu baix relatori aparec erro carta virtual onboarding demor respond travan demor,8,Suporte
atualizaca cadastr fic simpl consegu acompanh pagament aparec erro onboarding msg,7,Geral
atualizaca performanc fic simpl suport ped nov mesm informaco atend resolv rap solicitaca tent baix relatori performanc trav duas vez,6,Suporte
consegu atualiz cadastr aparec erro login receb erro enquant tent atualiz cadastr carreg relatori demor onboarding demor respond precis repet algum etap conclu ploblem msg,4,Suporte
suport ped nov mesm informaco atualizaca onboarding fic simpl notificaco cheg atras carreg relatori demor tent integr onboarding trav duas vez atend resolv rap solicitaca demor platafrom,7,Produto
atend resolv rap solicitaca atualizaca cadastr fic simpl cadastr demor respond suport ped nov mesm informaco notificaco cheg atras,7,Produto
tent integr notificaco trav duas vez consegu integr aparec erro pagament precis repet algum etap conclu suport ped nov mesm informaco,6,Suporte
notificaco cheg atras precis repet algum etap conclu,6,Pós-venda
consegu consult limit aparec erro performanc carreg relatori demor naum platafrom,2,Serviços
atend resolv rap solicitaca atualizaca usabil fic simpl tent baix relatori usabil trav duas vez notificaco cheg atras precis repet algum etap conclu receb erro enquant tent baix relatori,7,Suporte
notificaco demor respond atualizaca notificaco fic simpl receb erro enquant tent baix relatori atend resolv rap solicitaca tent baix relatori notificaco trav duas vez notificaco cheg atras,6,Geral
relatori demor respond tent consult limit relatori trav duas vez notificaco cheg atras,5,Serviços
tent acompanh pagament api trav duas vez api demor respond consegu acompanh pagament aparec erro notificaco,2,Geral
notificaco cheg atras suport ped nov mesm informaco,4,Pós-venda
atend resolv rap solicitaca atualizaca extrat fic simpl notificaco cheg atras demor,0,Serviços
notificaco cheg atras suport ped nov mesm informaco atendimnt ploblem naum,2,Suporte
dashboard demor respond atend resolv rap solicitaca carreg relatori demor precis repet algum etap conclu,5,Produto
atend resolv rap solicitaca precis repet algum etap conclu tent atualiz cadastr limit trav duas vez,0,Produto
cadastr demor respond tent consult limit cadastr trav duas vez msg bug vcs,6,Geral
notificaco cheg atras precis repet algum etap conclu consegu integr aparec erro dashboard suport ped nov mesm informaco carreg relatori demor receb erro enquant tent integr,1,Suporte
receb erro enquant tent baix relatori suport ped nov mesm informaco api demor respond,8,Produto
notificaco cheg atras suport ped nov mesm informaco carreg relatori demor tent baix relatori onboarding trav duas vez consegu baix relatori aparec erro dashboard precis repet algum etap conclu naum,6,Produto
login demor respond carreg relatori demor,0,Produto
receb erro enquant tent faz transferenc atualizaca login fic simpl ploblem vcs,1,Produto
suport ped nov mesm informaco notificaco cheg atras,8,Produto
login demor respond notificaco cheg atras atualizaca login fic simpl precis repet algum etap conclu probelm,5,Geral
tent acompanh pagament relatori trav duas vez atend resolv rap solicitaca atualizaca relatori fic simpl bug,5,Geral
receb erro enquant tent consult limit suport ped nov mesm informaco msg probelm bug,6,Produto
receb erro enquant tent integr atualizaca cadastr fic simpl tent integr cadastr trav duas vez carreg relatori demor cadastr demor respond notificaco cheg atras,1,Produto
precis repet algum etap conclu onboarding demor respond msg qdo vcs,7,Produto
consegu faz transferenc aparec erro extrat performanc demor respond atualizaca performanc fic simpl,2,Geral
atend resolv rap solicitaca carreg relatori demor notificaco demor respond suport ped nov mesm informaco tent baix relatori notificaco trav duas vez atualizaca notificaco fic simpl,9,Geral
consegu emit bolet aparec erro dashboard atualizaca integraca fic simpl receb erro enquant tent emit bolet integraca demor respond suport ped nov mesm informaco platafrom,5,Pós-venda
suport ped nov mesm informaco carreg relatori demor atualizaca onboarding fic simpl,7,Produto
carreg relatori demor consegu emit bolet aparec erro chat receb erro enquant tent emit bolet atualizaca extrat fic simpl extrat demor respond suport ped nov mesm informaco,2,Serviços
atualizaca notificaco fic simpl notificaco demor respond suport ped nov mesm informaco carreg relatori demor receb erro enquant tent consult limit,7,Pós-venda
precis repet algum etap conclu notificaco cheg atras atend resolv rap solicitaca,5,Suporte
tent acompanh pagament onboarding trav duas vez onboarding demor respond precis repet algum etap conclu notificaco cheg atras receb erro enquant tent acompanh pagament carreg relatori demor,6,Produto
tent consult limit pagament trav duas vez precis repet algum etap conclu,10,Serviços
notificaco cheg atras extrat demor respond suport ped nov mesm informaco receb erro enquant tent acompanh pagament consegu acompanh pagament aparec erro limit msg bug atendimnt,1,Suporte
precis repet algum etap conclu receb erro enquant tent acompanh pagament,2,Suporte
atualizaca usabil fic simpl consegu integr aparec erro dashboard receb erro enquant tent integr,10,Suporte
suport ped nov mesm informaco atualizaca api fic simpl,7,Suporte
suport ped nov mesm informaco login demor respond consegu emit bolet aparec erro usabil receb erro enquant tent emit bolet carreg relatori demor precis repet algum etap conclu,9,Produto
precis repet algum etap conclu notificaco cheg atras carreg relatori demor atend resolv rap solicitaca,7,Serviços
notificaco demor respond notificaco cheg atras precis repet algum etap conclu,1,Produto
precis repet algum etap conclu tent acompanh pagament login trav duas vez carreg relatori demor,3,Produto
suport ped nov mesm informaco limit demor respond atualizaca limit fic simpl precis repet algum etap conclu,6,Serviços
consegu atualiz cadastr aparec erro login receb erro enquant tent atualiz cadastr notificaco cheg atras,5,Geral
consegu atualiz cadastr aparec erro extrat precis repet algum etap conclu suport ped nov mesm informaco receb erro enquant tent atualiz cadastr atend resolv rap solicitaca atualizaca limit fic simpl,0,Serviços
performanc demor respond carreg relatori demor atualizaca performanc fic simpl suport ped nov mesm informaco,5,Suporte
consegu emit bolet aparec erro onboarding tent emit bolet integraca trav duas vez atualizaca integraca fic simpl probelm travan,3,Produto
receb erro enquant tent consult limit api demor respond carreg relatori demor atualizaca api fic simpl,10,Geral
relatori demor respond tent acompanh pagament relatori trav duas vez consegu acompanh pagament aparec erro extrat receb erro enquant tent acompanh pagament precis repet algum etap conclu sitem,0,Pós-venda
receb erro enquant tent consult sald atend resolv rap solicitaca carreg relatori demor extrat demor respond suport ped nov mesm informaco,3,Suporte
